SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,StoreID
S00050058,2026-07-08,C004019,P00067,4,236.76,3.78,ST020
S00050059,2024-12-24,C005311,P00992,2,108.03,10.01,ST002
S00050060,2024-10-12,C001031,P00961,8,675.62,9.73,ST001
S00050061,2025-09-01,C007626,P00700,2,549.12,2.74,ST015
S00050062,2025-07-12,C004734,P00715,8,498.86,13.93,ST006
S00050063,2025-05-09,C009050,P00286,5,906.28,4.9,ST004
S00050064,2025-01-31,C009919,P00626,9,764.57,6.12,ST017
S00050065,2025-10-27,C007758,P00532,1,672.76,2.17,ST020
S00050066,2025-02-11,C001673,P00159,2,237.81,8.34,ST012
S00050067,2025-09-08,C001565,P00089,10,100.0,0.03,ST008
S00050068,2025-07-10,C007161,P00676,6,613.53,3.69,ST015
S00050069,2025-07-15,C006620,P00659,6,63.07,4.12,ST010
S00050070,2025-03-02,C002852,P00351,2,981.34,19.25,ST017
S00050071,2026-06-13,C007898,P00104,10,541.6,0.89,ST017
S00050072,2026-02-14,C005258,P00184,6,107.43,17.34,ST002
S00050073,2025-09-26,C003549,P00051,3,376.48,2.97,ST014
S00050074,2025-11-19,C002794,P00835,5,725.22,19.62,ST020
S00050075,2024-09-20,C007667,P00820,9,708.18,1.91,ST020
S00050076,2026-07-04,C009126,P00421,10,420.3,12.12,ST014
S00050077,2024-08-08,C009813,P00335,4,873.45,0.36,ST018
S00050078,2024-09-13,C001475,P00134,2,947.48,5.68,ST012
S00050079,2025-08-22,C001812,P00487,3,424.83,1.08,ST017
S00050080,2026-04-10,C000640,P00995,6,952.01,16.07,ST015
S00050081,2026-07-25,C000820,P00359,9,117.32,6.24,ST017
S00050082,2026-06-23,C000816,P00902,9,302.28,1.17,ST018
S00050083,2024-12-03,C000562,P00505,7,36.83,18.82,ST018
S00050084,2025-07-16,C001257,P00137,7,78.52,9.82,ST014
S00050085,2025-09-14,C001443,P00475,10,425.94,3.21,ST011
S00050086,2025-05-27,C002089,P00031,9,809.06,9.62,ST002
S00050087,2024-09-04,C003801,P00638,3,24.01,3.72,ST009
S00050088,2025-05-21,C004024,P00155,3,129.79,6.33,ST009
S00050089,2025-08-24,C000672,P00356,1,186.78,8.11,ST017
S00050090,2026-02-26,C009238,P00449,6,832.26,19.06,ST018
S00050091,2025-11-27,C003270,P00905,7,281.74,7.64,ST011
S00050092,2025-06-11,C003746,P00135,7,94.8,14.22,ST007
S00050093,2025-12-30,C005183,P00107,7,120.44,19.36,ST007
S00050094,2025-02-17,C005636,P00245,2,212.22,8.0,ST013
S00050095,2026-05-29,C001190,P00669,10,527.35,0.61,ST002
S00050096,2026-06-21,C003622,P00582,3,853.2,1.25,ST007
S00050097,2025-03-24,C002021,P00374,6,673.92,7.32,ST008
S00050098,2025-12-21,C005304,P00719,8,329.1,7.69,ST010
S00050099,2025-11-23,C001193,P00411,3,820.24,8.26,ST002
S00050100,2026-04-02,C003554,P00858,5,439.63,15.99,ST017
S00050101,2025-07-05,C003720,P00836,10,415.88,0.9,ST001
S00050102,2026-07-03,C009815,P00871,2,570.27,4.1,ST001
S00050103,2025-05-16,C004607,P00213,4,460.46,4.75,ST002
S00050104,2024-11-08,C000161,P00728,5,276.82,4.63,ST010
S00050105,2024-09-14,C001844,P00563,2,510.9,16.98,ST015
S00050106,2024-12-25,C005679,P00768,3,701.27,14.3,ST012
S00050107,2026-02-10,C004005,P00007,10,893.26,17.41,ST005
S00050108,2025-03-24,C004950,P00272,6,306.38,12.78,ST006
S00050109,2025-08-18,C007176,P00264,3,166.17,3.69,ST015
S00050110,2025-05-17,C001203,P00485,4,854.91,5.68,ST015
S00050111,2025-03-15,C002430,P00814,10,700.52,5.2,ST004
S00050112,2024-10-16,C003281,P00613,2,585.74,16.84,ST006
S00050113,2025-01-12,C008128,P00336,4,860.01,13.01,ST011
S00050114,2024-10-30,C004093,P00742,7,859.16,14.81,ST013
S00050115,2025-02-25,C006077,P00125,5,10.57,17.69,ST017
S00050116,2024-09-16,C000721,P00181,9,731.79,2.05,ST017
S00050117,2026-04-14,C009399,P00493,7,441.48,1.88,ST020
S00050118,2025-12-28,C004238,P00922,10,839.95,0.61,ST015
S00050119,2024-10-25,C005435,P00880,3,466.54,0.06,ST013
S00050120,2025-10-19,C002081,P00382,9,307.32,8.3,ST009
S00050121,2025-11-07,C004268,P00623,10,200.66,4.78,ST009
S00050122,2025-07-15,C001788,P00062,5,643.6,10.49,ST009
S00050123,2024-08-29,C004986,P00354,4,124.19,18.01,ST001
S00050124,2026-01-24,C004432,P00410,2,341.84,6.65,ST004
S00050125,2026-01-12,C006723,P00271,4,818.93,10.47,ST007
S00050126,2025-11-21,C000879,P00991,8,420.74,8.16,ST003
S00050127,2025-06-03,C009397,P00918,2,624.68,2.88,ST015
S00050128,2026-02-21,C004642,P00427,1,659.5,10.01,ST013
S00050129,2026-05-30,C004031,P00296,8,556.16,10.92,ST010
S00050130,2025-01-27,C003006,P00676,7,613.53,14.63,ST005
S00050131,2026-03-30,C000064,P00675,10,624.82,19.85,ST016
S00050132,2026-03-08,C005872,P00192,3,285.76,2.64,ST012
S00050133,2026-02-18,C002732,P00624,10,128.36,13.21,ST003
S00050134,2024-10-08,C006487,P00949,6,966.84,8.87,ST019
S00050135,2024-08-05,C009800,P00690,9,709.89,11.08,ST014
S00050136,2026-02-06,C006472,P00330,7,865.42,3.14,ST017
S00050137,2025-04-07,C009818,P00750,1,321.37,1.23,ST017
S00050138,2025-01-15,C004142,P00292,1,773.41,3.36,ST011
S00050139,2025-05-25,C003427,P00971,5,229.15,8.19,ST014
S00050140,2024-08-22,C006546,P00423,6,202.49,4.84,ST005
S00050141,2026-07-23,C003754,P00258,7,221.02,6.53,ST001
S00050142,2026-03-13,C005866,P00057,3,179.43,12.35,ST018
S00050143,2025-03-27,C003192,P00593,3,220.0,2.79,ST004
S00050144,2025-12-13,C007972,P00075,10,658.88,14.97,ST014
S00050145,2024-11-23,C004076,P00803,3,591.07,19.49,ST016
S00050146,2025-05-05,C001860,P00260,10,933.93,15.18,ST018
S00050147,2024-09-20,C009633,P00600,5,948.58,9.1,ST016
S00050148,2024-10-31,C009058,P00639,8,538.79,7.66,ST016
S00050149,2026-07-23,C000716,P00150,10,318.6,19.71,ST012
S00050150,2026-06-25,C004982,P00791,5,922.65,16.11,ST005
S00050151,2025-04-25,C009808,P00168,8,672.29,7.97,ST013
S00050152,2024-11-15,C005851,P00292,9,773.41,5.24,ST006
S00050153,2025-11-19,C001437,P00216,4,995.47,17.0,ST006
S00050154,2026-01-14,C009224,P00704,9,80.7,9.9,ST017
S00050155,2025-04-16,C000498,P00221,7,969.02,11.52,ST018
S00050156,2025-07-16,C001075,P00779,6,466.83,10.46,ST018
S00050157,2025-06-21,C005937,P00895,5,207.22,12.85,ST010
S00050158,2026-02-26,C000378,P00376,10,79.27,9.78,ST013
S00050159,2026-06-08,C001521,P00386,7,302.7,7.61,ST011
S00050160,2026-05-29,C009501,P00095,2,72.89,17.46,ST020
S00050161,2024-10-17,C005841,P00986,10,745.71,18.29,ST016
S00050162,2025-08-26,C001628,P00839,4,474.8,11.73,ST011
S00050163,2024-11-05,C005467,P00508,2,467.08,1.04,ST017
S00050164,2026-06-13,C003678,P00724,4,579.45,8.63,ST015
S00050165,2024-12-04,C005460,P00122,3,543.99,14.53,ST019
S00050166,2026-03-01,C009704,P00096,5,387.8,17.79,ST014
S00050167,2025-06-29,C009604,P00004,10,230.98,7.86,ST010
S00050168,2024-10-24,C000266,P00188,6,256.17,12.91,ST018
S00050169,2024-12-29,C003679,P00226,2,588.34,15.34,ST003
S00050170,2024-09-23,C001550,P00006,6,679.93,11.01,ST001
S00050171,2024-08-31,C005776,P00747,4,815.43,9.95,ST019
S00050172,2024-11-07,C004953,P00568,8,961.18,3.19,ST017
S00050173,2026-01-22,C006918,P00417,3,252.39,10.11,ST005
S00050174,2025-10-08,C008903,P00526,8,756.69,15.86,ST013
S00050175,2024-09-01,C008828,P00636,4,235.21,10.97,ST015
S00050176,2026-01-03,C000793,P00118,5,642.56,2.4,ST018
S00050177,2026-07-09,C001700,P00969,3,565.79,14.34,ST003
S00050178,2025-01-27,C000379,P00465,9,544.75,0.71,ST002
S00050179,2026-07-07,C008995,P00904,2,661.65,7.58,ST009
S00050180,2025-03-13,C009655,P00846,5,860.75,10.43,ST017
S00050181,2026-04-11,C004562,P00900,3,579.06,5.14,ST005
S00050182,2025-04-15,C002246,P00188,2,256.17,11.02,ST003
S00050183,2025-12-08,C002548,P00663,10,993.98,5.4,ST014
S00050184,2025-01-22,C005096,P00105,5,274.16,0.2,ST013
S00050185,2025-12-09,C004619,P00362,1,320.54,12.53,ST006
S00050186,2024-12-31,C002020,P00569,4,639.23,0.47,ST001
S00050187,2025-09-08,C006726,P00248,5,401.83,11.07,ST002
S00050188,2025-01-09,C001047,P00853,5,77.74,6.61,ST001
S00050189,2025-10-12,C003726,P00030,10,607.69,1.37,ST016
S00050190,2024-12-10,C000878,P00739,8,354.48,4.84,ST016
S00050191,2026-07-22,C007123,P00837,1,658.23,15.65,ST016
S00050192,2025-12-24,C005685,P00136,3,491.13,12.7,ST015
S00050193,2024-09-12,C003396,P00267,5,615.56,6.92,ST011
S00050194,2026-02-24,C009329,P00243,7,527.55,8.77,ST002
S00050195,2025-11-01,C007217,P00288,9,101.38,8.36,ST019
S00050196,2025-05-26,C003853,P00666,3,610.25,13.45,ST016
S00050197,2025-09-23,C007681,P00668,3,233.43,12.17,ST019
S00050198,2026-01-07,C002564,P00822,10,392.22,19.65,ST012
S00050199,2025-02-02,C002214,P00621,10,258.89,13.58,ST008
S00050200,2025-08-08,C009516,P00323,9,812.66,4.77,ST005
S00050201,2025-04-13,C008445,P00122,3,543.99,4.45,ST017
S00050202,2025-08-04,C004154,P00044,3,296.49,4.13,ST002
S00050203,2024-08-02,C006865,P00697,7,664.57,3.35,ST007
S00050204,2025-02-09,C009515,P00745,7,295.34,18.12,ST006
S00050205,2025-10-07,C003150,P00180,10,472.35,5.54,ST016
S00050206,2026-03-12,C007187,P00197,9,554.82,12.44,ST014
S00050207,2025-07-24,C003987,P00180,4,472.35,10.51,ST019
S00050208,2024-11-04,C000768,P00631,7,976.84,13.41,ST003
S00050209,2026-07-12,C005667,P00746,7,945.74,3.32,ST020
S00050210,2025-06-22,C003585,P00362,5,320.54,7.81,ST008
S00050211,2025-03-13,C006456,P00153,3,443.72,15.94,ST012
S00050212,2025-02-10,C002619,P00768,2,701.27,11.65,ST007
S00050213,2025-03-27,C006728,P00479,9,858.16,7.26,ST007
S00050214,2024-11-06,C002585,P00752,6,970.48,13.66,ST002
S00050215,2024-10-12,C003451,P00252,9,754.35,5.09,ST020
S00050216,2025-11-11,C002203,P00938,4,914.35,13.09,ST004
S00050217,2025-07-01,C004550,P00574,9,965.82,7.07,ST019
S00050218,2025-10-25,C002537,P00290,1,283.91,18.03,ST020
S00050219,2025-01-31,C000854,P00381,1,722.56,6.92,ST013
S00050220,2025-03-01,C005885,P00916,5,358.8,16.03,ST018
S00050221,2026-04-07,C005484,P00482,8,15.84,16.77,ST019
S00050222,2025-08-13,C009864,P00085,2,405.41,1.02,ST011
S00050223,2025-04-06,C004845,P00688,6,298.35,4.75,ST016
S00050224,2025-08-26,C007790,P00470,1,73.59,18.44,ST003
S00050225,2025-10-18,C002511,P00726,9,999.58,2.73,ST011
S00050226,2024-08-16,C000231,P00714,7,505.47,13.7,ST006
S00050227,2024-09-08,C006803,P00892,10,430.07,9.49,ST003
S00050228,2025-05-13,C003441,P00227,10,507.82,19.08,ST016
S00050229,2026-03-12,C001877,P00803,9,591.07,1.59,ST018
S00050230,2025-09-18,C002570,P00828,10,507.27,12.11,ST015
S00050231,2025-07-02,C005224,P00788,3,251.29,1.25,ST015
S00050232,2024-12-18,C002009,P00059,6,171.77,18.51,ST004
S00050233,2024-09-03,C004914,P00895,9,207.22,5.19,ST008
S00050234,2025-05-26,C006793,P00590,8,38.41,19.4,ST013
S00050235,2026-05-30,C002356,P00144,6,873.71,15.36,ST012
S00050236,2025-06-02,C004840,P00344,4,201.2,0.52,ST019
S00050237,2025-05-18,C000875,P00418,8,480.38,6.43,ST007
S00050238,2026-07-15,C007246,P00368,10,711.7,16.62,ST010
S00050239,2025-07-27,C002278,P00709,9,295.72,16.62,ST015
S00050240,2025-08-18,C001262,P00809,10,556.4,10.99,ST014
S00050241,2025-09-12,C009695,P00470,10,73.59,1.3,ST019
S00050242,2025-09-03,C003758,P00843,3,653.34,11.04,ST018
S00050243,2024-12-02,C007176,P00620,4,278.21,0.5,ST012
S00050244,2025-02-06,C001837,P00880,6,466.54,17.35,ST018
S00050245,2026-01-31,C000067,P00528,5,207.37,18.62,ST004
S00050246,2025-05-06,C001979,P00164,6,906.37,9.26,ST003
S00050247,2026-06-26,C000788,P00253,8,81.82,3.77,ST013
S00050248,2025-01-19,C002195,P00988,2,424.94,19.44,ST011
S00050249,2024-11-07,C005367,P00102,9,723.51,14.6,ST006
S00050250,2025-08-17,C008787,P00954,8,806.54,4.25,ST012
S00050251,2025-02-15,C006011,P00467,6,238.95,5.1,ST015
S00050252,2024-11-05,C008177,P00013,9,36.27,0.95,ST007
S00050253,2026-06-05,C006362,P00565,2,851.08,18.06,ST003
S00050254,2025-09-22,C002730,P00726,1,999.58,9.65,ST017
S00050255,2024-11-29,C003698,P00110,8,954.28,6.17,ST015
S00050256,2025-03-06,C000996,P00193,6,257.31,7.22,ST007
S00050257,2025-01-21,C006192,P00823,5,667.05,10.3,ST001
S00050258,2025-09-13,C005354,P00386,4,302.7,13.07,ST007
S00050259,2024-08-27,C000601,P00499,1,472.72,19.53,ST007
S00050260,2025-08-06,C007615,P00217,3,560.21,7.94,ST013
S00050261,2025-12-09,C006235,P00511,4,219.54,18.53,ST006
S00050262,2024-11-07,C005637,P00118,7,642.56,19.27,ST018
S00050263,2024-08-22,C006198,P00439,3,461.9,12.93,ST020
S00050264,2026-06-25,C005725,P00454,4,266.6,7.46,ST005
S00050265,2024-09-18,C003575,P00094,10,427.94,5.84,ST013
S00050266,2025-11-17,C001635,P00229,7,165.86,9.25,ST004
S00050267,2026-07-18,C007589,P00175,1,809.42,3.53,ST020
S00050268,2025-11-09,C005327,P00421,5,420.3,16.13,ST001
S00050269,2025-08-01,C008116,P00801,8,290.01,17.83,ST007
S00050270,2024-09-21,C000935,P00753,1,410.13,7.54,ST005
S00050271,2025-05-02,C006958,P00694,5,924.67,1.14,ST005
S00050272,2025-02-14,C004304,P00162,1,634.79,7.37,ST008
S00050273,2025-03-20,C002598,P00344,9,201.2,14.41,ST007
S00050274,2026-04-01,C001552,P00736,2,638.44,12.32,ST001
S00050275,2025-12-30,C007288,P00466,10,146.99,13.0,ST013
S00050276,2025-11-27,C007661,P00366,10,580.82,9.31,ST010
S00050277,2024-11-23,C000082,P00979,7,311.32,13.18,ST019
S00050278,2025-01-10,C001309,P00685,5,12.65,13.75,ST019
S00050279,2024-07-31,C009017,P00821,6,813.29,13.24,ST020
S00050280,2026-02-06,C007309,P00578,10,488.66,6.74,ST013
S00050281,2026-04-15,C006172,P00339,5,465.7,5.94,ST011
S00050282,2025-06-21,C005386,P00584,4,95.8,15.15,ST007
S00050283,2025-07-09,C004481,P00849,10,721.53,12.95,ST014
S00050284,2024-09-20,C007064,P00268,9,987.36,9.7,ST018
S00050285,2024-09-03,C002277,P00854,7,634.85,19.98,ST009
S00050286,2024-08-28,C007345,P00296,4,556.16,6.71,ST004
S00050287,2024-12-01,C009727,P00485,9,854.91,5.4,ST012
S00050288,2026-06-30,C001436,P00508,10,467.08,2.74,ST005
S00050289,2025-06-05,C007570,P00972,8,72.58,2.86,ST015
S00050290,2025-07-08,C004426,P00634,8,109.52,6.99,ST004
S00050291,2025-02-20,C001806,P00781,1,833.82,4.45,ST006
S00050292,2026-04-24,C000935,P00720,1,257.86,14.45,ST016
S00050293,2025-08-02,C007025,P00051,1,376.48,5.19,ST017
S00050294,2025-02-20,C005744,P00297,10,433.41,18.54,ST005
S00050295,2024-11-20,C003529,P00932,3,750.01,5.2,ST019
S00050296,2025-07-02,C005313,P00687,1,597.87,3.35,ST002
S00050297,2025-01-29,C004407,P00775,2,556.73,17.14,ST002
S00050298,2025-08-18,C005925,P00337,8,230.21,9.91,ST007
S00050299,2025-05-30,C002225,P00534,5,225.78,13.19,ST017
S00050300,2026-07-24,C004561,P00080,9,254.16,10.3,ST015
S00050301,2025-01-02,C002834,P00359,4,117.32,6.4,ST008
S00050302,2026-02-13,C008727,P00566,2,824.11,1.22,ST006
S00050303,2026-03-15,C002427,P00893,5,257.6,10.78,ST013
S00050304,2026-07-19,C000930,P00397,9,435.59,16.94,ST006
S00050305,2024-11-05,C002533,P00851,3,873.66,10.57,ST005
S00050306,2026-07-15,C007521,P00886,4,680.83,18.98,ST001
S00050307,2025-08-28,C001687,P00789,5,555.75,19.77,ST014
S00050308,2025-11-23,C003091,P00567,8,114.48,11.67,ST012
S00050309,2025-04-10,C009534,P00978,5,946.8,11.35,ST014
S00050310,2025-01-30,C009187,P00895,8,207.22,14.16,ST001
S00050311,2025-06-17,C000609,P00626,10,764.57,3.77,ST014
S00050312,2025-06-08,C003398,P00927,5,446.41,2.47,ST015
S00050313,2026-05-07,C000815,P00517,8,259.75,3.45,ST018
S00050314,2025-01-14,C000346,P00747,9,815.43,0.12,ST014
S00050315,2026-01-23,C000161,P00142,10,554.31,7.18,ST012
S00050316,2025-08-30,C001541,P00904,6,661.65,9.79,ST008
S00050317,2025-08-23,C003348,P00818,4,53.21,4.52,ST020
S00050318,2024-09-20,C009913,P00647,8,873.99,13.55,ST016
S00050319,2025-05-31,C004970,P00866,2,798.18,11.32,ST006
S00050320,2026-01-20,C003330,P00971,8,229.15,18.93,ST018
S00050321,2026-02-03,C003551,P00140,4,137.11,18.19,ST002
S00050322,2025-10-09,C002239,P00279,7,279.62,0.82,ST007
S00050323,2025-10-16,C002449,P00183,2,984.32,3.22,ST018
S00050324,2025-08-28,C001721,P00459,5,630.48,1.25,ST004
S00050325,2024-11-04,C001949,P00238,9,253.75,18.81,ST018
S00050326,2024-12-23,C002482,P00888,8,447.31,16.19,ST018
S00050327,2026-05-23,C008010,P00860,6,637.41,18.78,ST010
S00050328,2025-12-05,C000361,P00620,8,278.21,7.18,ST005
S00050329,2026-04-29,C006982,P00566,2,824.11,19.27,ST020
S00050330,2024-11-12,C008806,P00837,6,658.23,12.54,ST019
S00050331,2026-06-22,C007196,P00581,9,275.71,2.22,ST003
S00050332,2025-04-19,C004208,P00999,1,951.05,9.74,ST015
S00050333,2025-07-27,C000821,P00259,7,272.55,10.45,ST010
S00050334,2025-10-17,C001568,P00952,8,980.14,1.55,ST018
S00050335,2024-12-15,C005988,P00215,8,957.74,5.06,ST001
S00050336,2025-10-19,C006558,P00151,2,995.2,8.86,ST009
S00050337,2025-12-11,C000726,P00258,4,221.02,1.71,ST003
S00050338,2024-08-10,C001337,P00136,6,491.13,4.89,ST020
S00050339,2025-08-27,C005646,P00973,9,825.62,9.34,ST003
S00050340,2025-02-06,C002767,P00523,10,653.64,13.96,ST018
S00050341,2024-10-27,C006779,P00345,7,334.98,2.93,ST003
S00050342,2026-02-12,C005820,P00871,1,570.27,15.8,ST006
S00050343,2025-03-24,C006439,P00724,8,579.45,1.39,ST001
S00050344,2024-08-10,C004657,P00799,5,512.66,11.02,ST012
S00050345,2025-05-23,C009442,P00926,5,315.84,3.14,ST006
S00050346,2026-05-17,C005626,P00787,8,980.44,18.37,ST007
S00050347,2025-06-25,C002128,P00797,10,420.79,0.03,ST018
S00050348,2026-03-25,C000415,P00084,9,898.84,17.41,ST009
S00050349,2025-12-22,C008476,P00205,4,490.78,15.61,ST013
S00050350,2026-01-10,C003989,P00171,8,936.16,14.24,ST008
S00050351,2026-01-03,C001992,P00749,8,460.28,19.84,ST012
S00050352,2026-03-15,C008230,P00287,10,847.64,13.67,ST003
S00050353,2024-12-09,C006161,P00611,5,694.87,2.04,ST011
S00050354,2026-04-02,C002074,P00145,7,428.91,4.3,ST015
S00050355,2025-01-27,C003632,P00104,9,541.6,6.82,ST011
S00050356,2025-12-29,C007530,P00924,5,904.37,14.59,ST017
S00050357,2025-04-03,C004076,P00366,10,580.82,10.53,ST011
S00050358,2026-01-15,C007186,P00425,6,499.43,19.96,ST004
S00050359,2026-06-20,C004648,P00175,1,809.42,8.56,ST012
S00050360,2025-03-21,C003940,P00503,1,400.08,6.08,ST004
S00050361,2025-10-09,C009497,P00004,5,230.98,6.17,ST016
S00050362,2025-06-11,C008884,P00224,3,750.5,4.05,ST017
S00050363,2024-10-09,C008557,P00755,7,988.24,0.18,ST003
S00050364,2026-03-31,C003922,P00899,6,576.2,3.25,ST012
S00050365,2025-04-25,C009777,P00193,10,257.31,6.81,ST008
S00050366,2026-01-28,C009681,P00211,7,272.55,15.72,ST020
S00050367,2026-07-23,C004364,P00123,3,780.84,18.98,ST008
S00050368,2026-03-03,C002953,P00676,4,613.53,8.74,ST006
S00050369,2026-03-27,C005673,P00079,10,272.23,18.87,ST013
S00050370,2024-12-27,C009739,P00419,7,851.24,19.05,ST006
S00050371,2025-11-30,C000147,P00710,9,133.11,18.71,ST003
S00050372,2024-10-29,C002033,P00966,4,241.48,6.59,ST004
S00050373,2024-11-17,C000267,P00930,4,99.23,19.96,ST001
S00050374,2026-03-05,C001649,P00686,3,456.0,3.79,ST018
S00050375,2025-03-14,C009006,P00448,10,509.73,19.65,ST014
S00050376,2026-01-07,C002653,P00457,4,768.16,15.42,ST002
S00050377,2025-06-04,C009159,P00240,6,623.19,19.95,ST007
S00050378,2025-01-10,C005298,P00185,1,408.6,19.29,ST008
S00050379,2026-06-17,C000134,P00122,6,543.99,9.18,ST018
S00050380,2026-07-02,C003464,P00999,10,951.05,7.08,ST001
S00050381,2025-08-16,C007396,P00668,2,233.43,17.19,ST011
S00050382,2025-04-23,C003847,P00162,5,634.79,0.9,ST018
S00050383,2024-12-29,C006242,P00682,4,165.49,18.16,ST004
S00050384,2024-10-06,C006310,P00165,6,861.04,0.54,ST001
S00050385,2024-08-04,C007550,P00918,4,624.68,6.28,ST011
S00050386,2025-09-17,C001660,P00497,9,410.27,1.69,ST009
S00050387,2024-12-13,C002108,P00025,8,957.64,6.19,ST020
S00050388,2025-04-05,C008668,P00427,4,659.5,13.47,ST006
S00050389,2025-12-04,C002716,P00082,3,270.11,14.85,ST008
S00050390,2025-07-29,C007351,P00143,6,272.41,15.5,ST001
S00050391,2025-07-09,C000092,P00650,4,446.06,4.51,ST002
S00050392,2025-04-28,C009862,P00835,1,725.22,10.07,ST005
S00050393,2025-12-06,C003943,P00476,5,905.79,17.9,ST016
S00050394,2025-12-16,C002208,P00551,3,693.71,0.04,ST010
S00050395,2025-07-07,C008965,P00241,1,425.03,12.34,ST004
S00050396,2024-08-20,C007149,P00758,6,419.12,10.87,ST017
S00050397,2024-12-09,C009423,P00960,7,676.1,12.29,ST004
S00050398,2025-11-01,C002197,P00090,9,56.65,2.05,ST010
S00050399,2025-10-11,C008114,P00089,2,100.0,19.4,ST002
S00050400,2025-05-06,C009138,P00199,3,999.29,0.83,ST013
S00050401,2024-12-07,C001041,P00198,5,60.08,18.02,ST011
S00050402,2026-01-22,C009454,P00512,1,333.58,10.47,ST019
S00050403,2024-11-29,C002220,P00765,5,553.73,1.9,ST006
S00050404,2025-08-31,C000209,P00703,7,828.36,8.86,ST003
S00050405,2025-06-11,C008078,P00822,2,392.22,4.77,ST005
S00050406,2024-11-21,C005606,P00070,10,275.06,19.48,ST010
S00050407,2026-04-11,C005991,P00694,9,924.67,13.41,ST014
S00050408,2026-06-23,C006640,P00454,10,266.6,6.84,ST017
S00050409,2025-08-30,C005317,P00197,1,554.82,0.55,ST009
