SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,StoreID
S00100062,2024-08-31,C008287,P00890,1,591.7,9.5,ST005
S00100063,2026-04-14,C007491,P00300,6,884.28,0.11,ST003
S00100064,2026-03-27,C003045,P00892,8,430.07,19.71,ST003
S00100065,2025-04-24,C009307,P00748,7,554.6,10.25,ST001
S00100066,2026-02-15,C003517,P00963,7,824.19,1.9,ST001
S00100067,2025-02-23,C000579,P00008,9,96.07,7.39,ST010
S00100068,2025-10-08,C004351,P00716,10,89.64,5.76,ST004
S00100069,2026-01-17,C006937,P00419,1,851.24,16.1,ST011
S00100070,2026-04-19,C005801,P00982,8,888.39,19.75,ST008
S00100071,2025-10-25,C008308,P00581,5,275.71,2.2,ST003
S00100072,2025-08-02,C002705,P00380,1,849.54,12.52,ST001
S00100073,2026-04-30,C005541,P00619,3,705.83,16.25,ST013
S00100074,2026-06-10,C005536,P00676,7,613.53,16.14,ST003
S00100075,2025-12-03,C002938,P00186,2,345.91,6.75,ST016
S00100076,2025-08-20,C007887,P00578,3,488.66,13.42,ST002
S00100077,2024-11-19,C000906,P00554,10,774.76,18.0,ST015
S00100078,2024-11-12,C006539,P00549,8,717.86,6.01,ST017
S00100079,2024-09-17,C009861,P00296,7,556.16,3.03,ST002
S00100080,2024-08-11,C000150,P00953,1,967.6,0.5,ST011
S00100081,2026-07-12,C004470,P00295,4,743.82,0.21,ST006
S00100082,2024-10-31,C005614,P00453,3,479.93,0.33,ST004
S00100083,2026-06-24,C006076,P00471,5,413.52,1.19,ST011
S00100084,2025-01-14,C005672,P00721,9,100.41,8.14,ST011
S00100085,2024-10-23,C009011,P00061,10,989.63,2.28,ST013
S00100086,2025-09-24,C002992,P00292,3,773.41,6.52,ST015
S00100087,2025-05-06,C004934,P00850,8,761.81,17.11,ST007
S00100088,2024-12-18,C000190,P00814,3,700.52,16.36,ST015
S00100089,2025-12-16,C003349,P00849,3,721.53,1.68,ST016
S00100090,2025-02-05,C004069,P00083,7,588.74,17.38,ST019
S00100091,2026-06-06,C002434,P00230,9,961.17,5.0,ST014
S00100092,2025-02-02,C003861,P00239,8,598.57,13.19,ST016
S00100093,2026-02-18,C001305,P00630,4,727.34,12.77,ST008
S00100094,2025-03-13,C003732,P00295,5,743.82,6.96,ST002
S00100095,2024-08-08,C003574,P00745,8,295.34,9.95,ST011
S00100096,2025-09-11,C008685,P00896,7,390.85,5.24,ST002
S00100097,2025-02-22,C008314,P00074,8,321.53,5.48,ST010
S00100098,2024-10-08,C009649,P00687,9,597.87,1.6,ST007
S00100099,2026-02-13,C009392,P00328,2,931.51,3.64,ST018
S00100100,2025-08-21,C008490,P00514,2,385.33,4.39,ST010
S00100101,2025-08-31,C006507,P00753,8,410.13,8.09,ST014
S00100102,2025-01-31,C001774,P00641,1,974.55,15.9,ST017
S00100103,2025-10-27,C007400,P00804,8,998.91,14.98,ST020
S00100104,2025-12-04,C008635,P00658,3,633.15,13.9,ST015
S00100105,2025-11-22,C002831,P00950,9,861.54,9.17,ST018
S00100106,2024-12-09,C009656,P00342,10,235.32,9.46,ST018
S00100107,2024-09-12,C009538,P00429,8,753.45,11.6,ST020
S00100108,2025-02-02,C008148,P00226,4,588.34,17.78,ST003
S00100109,2024-11-18,C009580,P00207,8,407.03,11.06,ST010
S00100110,2025-07-02,C007680,P00669,10,527.35,17.65,ST020
S00100111,2025-07-07,C007992,P00080,7,254.16,17.69,ST004
S00100112,2024-10-03,C009967,P00274,10,939.54,12.72,ST019
S00100113,2026-03-24,C003436,P00228,6,854.19,0.62,ST005
S00100114,2024-07-26,C002644,P00561,5,434.09,5.78,ST011
S00100115,2024-11-22,C000255,P00408,9,520.3,17.66,ST003
S00100116,2024-10-19,C007327,P00731,1,475.8,16.72,ST014
S00100117,2024-10-08,C008203,P00622,8,129.45,5.18,ST007
S00100118,2024-09-08,C009271,P00313,5,257.03,7.43,ST005
S00100119,2025-08-02,C008554,P00618,2,337.48,13.07,ST012
S00100120,2024-10-20,C004018,P00334,6,117.01,10.08,ST007
S00100121,2025-09-26,C000939,P00698,2,934.33,16.62,ST008
S00100122,2025-12-10,C004191,P00720,10,257.86,11.16,ST011
S00100123,2025-04-16,C004326,P00291,4,13.51,9.2,ST009
S00100124,2024-08-18,C002528,P00307,9,315.18,17.03,ST005
S00100125,2024-08-05,C005693,P00072,4,943.48,14.36,ST016
S00100126,2026-05-23,C003767,P00462,2,292.87,8.17,ST013
S00100127,2026-01-15,C006786,P00262,3,880.48,13.46,ST012
S00100128,2025-06-07,C001123,P00186,5,345.91,2.03,ST018
S00100129,2026-02-01,C001154,P00256,5,996.14,17.07,ST009
S00100130,2025-12-27,C001296,P00184,4,107.43,13.45,ST020
S00100131,2025-03-17,C004484,P00285,2,493.65,10.61,ST018
S00100132,2026-03-15,C006162,P00083,10,588.74,19.32,ST019
S00100133,2026-01-12,C000687,P00923,6,631.97,2.75,ST007
S00100134,2024-12-18,C008247,P00635,1,202.18,18.86,ST004
S00100135,2025-02-12,C000923,P00321,1,865.96,15.8,ST012
S00100136,2025-07-06,C007757,P00058,2,731.84,12.08,ST004
S00100137,2026-06-23,C002642,P00135,10,94.8,19.93,ST009
S00100138,2026-01-15,C006215,P00952,5,980.14,19.74,ST014
S00100139,2026-06-15,C008435,P00523,7,653.64,4.04,ST018
S00100140,2024-10-22,C002528,P00622,5,129.45,5.9,ST011
S00100141,2026-07-15,C008675,P00640,5,281.57,14.31,ST011
S00100142,2025-07-11,C007609,P00031,8,809.06,18.45,ST003
S00100143,2025-06-12,C008241,P00083,6,588.74,12.76,ST010
S00100144,2025-05-12,C003746,P00993,1,494.45,4.39,ST017
S00100145,2024-12-05,C008825,P00715,4,498.86,12.14,ST012
S00100146,2024-09-11,C003314,P00511,2,219.54,12.55,ST016
S00100147,2024-08-17,C003177,P00035,7,384.75,6.69,ST015
S00100148,2025-06-01,C009768,P00663,4,993.98,11.85,ST019
S00100149,2025-08-06,C008948,P00057,9,179.43,2.91,ST004
S00100150,2025-07-29,C009438,P00441,3,670.9,0.03,ST012
S00100151,2024-12-17,C000348,P00040,4,581.58,2.21,ST004
S00100152,2025-05-24,C006866,P00818,10,53.21,13.58,ST019
S00100153,2024-12-10,C003472,P00570,4,830.42,18.73,ST012
S00100154,2025-05-14,C006120,P00913,7,293.33,14.56,ST013
S00100155,2024-09-18,C001303,P00738,6,100.33,7.01,ST019
S00100156,2025-08-14,C007009,P00152,1,653.38,14.86,ST003
S00100157,2025-03-10,C004190,P00286,8,906.28,12.76,ST017
S00100158,2025-05-16,C004126,P00323,6,812.66,12.05,ST016
S00100159,2024-11-16,C002928,P00592,10,190.02,3.71,ST006
S00100160,2024-08-26,C009350,P00014,6,206.85,4.92,ST005
S00100161,2025-11-06,C006972,P00552,7,630.97,2.06,ST011
S00100162,2025-09-30,C003144,P00683,7,182.08,19.4,ST003
S00100163,2026-01-03,C005107,P00873,5,178.28,1.72,ST009
S00100164,2026-07-22,C001323,P00696,2,628.81,12.51,ST001
S00100165,2025-06-29,C000653,P00594,1,799.85,4.03,ST012
S00100166,2025-03-16,C004830,P00433,4,184.13,6.68,ST008
S00100167,2025-02-27,C000308,P00547,5,958.59,7.85,ST010
S00100168,2024-11-10,C007854,P00456,7,641.28,14.75,ST009
S00100169,2024-08-14,C003250,P00403,1,478.45,12.5,ST014
S00100170,2025-09-21,C008558,P00696,6,628.81,2.32,ST011
S00100171,2025-11-23,C001533,P00348,9,286.33,1.08,ST003
S00100172,2025-07-08,C003563,P00601,3,94.76,4.11,ST013
S00100173,2025-01-04,C007413,P00425,6,499.43,18.62,ST003
S00100174,2025-05-25,C004286,P00382,8,307.32,11.5,ST017
S00100175,2026-05-20,C005286,P00089,7,100.0,6.98,ST005
S00100176,2025-07-27,C005192,P00734,4,189.67,3.54,ST005
S00100177,2025-06-22,C005788,P00219,5,163.25,1.49,ST016
S00100178,2025-02-12,C000785,P00079,10,272.23,9.95,ST004
S00100179,2025-07-02,C008505,P00240,9,623.19,4.76,ST014
S00100180,2025-05-18,C007404,P00669,5,527.35,9.42,ST008
S00100181,2025-10-02,C008520,P00534,4,225.78,5.06,ST006
S00100182,2025-01-19,C001370,P00541,8,821.11,3.08,ST012
S00100183,2024-08-17,C008124,P00530,7,160.86,19.43,ST014
S00100184,2025-10-30,C008793,P00501,8,626.03,19.6,ST018
S00100185,2024-11-18,C008758,P00946,5,124.02,4.61,ST012
S00100186,2025-03-05,C006047,P00608,8,795.0,19.34,ST017
S00100187,2024-08-14,C006051,P00875,7,872.13,19.9,ST012
S00100188,2026-06-14,C005204,P00694,6,924.67,19.9,ST014
S00100189,2024-11-02,C002769,P00053,7,274.31,2.31,ST016
S00100190,2024-09-21,C000264,P00545,1,318.84,1.25,ST005
S00100191,2026-05-17,C001139,P00837,2,658.23,3.58,ST005
S00100192,2026-04-22,C009484,P00151,3,995.2,14.92,ST007
S00100193,2026-03-22,C005031,P00500,2,136.35,4.79,ST006
S00100194,2025-12-03,C006757,P00215,10,957.74,13.7,ST002
S00100195,2024-09-06,C003961,P00478,3,698.57,12.92,ST004
S00100196,2025-12-22,C003336,P00484,1,755.94,0.66,ST013
S00100197,2025-06-21,C001394,P00103,3,684.89,2.86,ST001
S00100198,2026-05-12,C008118,P00988,7,424.94,17.91,ST003
S00100199,2025-01-13,C000426,P00648,5,578.32,16.44,ST017
S00100200,2026-03-04,C000928,P00091,9,118.55,10.59,ST003
S00100201,2026-05-12,C003615,P00624,1,128.36,14.52,ST008
S00100202,2025-09-05,C001621,P00322,10,976.44,15.12,ST008
S00100203,2025-04-23,C007911,P00902,5,302.28,10.53,ST018
S00100204,2024-11-14,C004106,P00145,1,428.91,10.67,ST020
S00100205,2025-03-04,C000993,P00684,5,84.31,0.72,ST012
S00100206,2026-03-12,C005059,P00479,10,858.16,6.67,ST020
S00100207,2025-09-16,C008004,P00835,4,725.22,1.49,ST007
S00100208,2025-12-06,C005666,P00830,5,871.0,19.75,ST015
S00100209,2024-08-04,C003236,P00398,6,584.18,3.04,ST003
S00100210,2025-07-17,C000689,P00309,3,798.16,9.07,ST009
S00100211,2024-09-06,C006321,P00144,10,873.71,14.74,ST017
S00100212,2025-07-19,C009352,P00424,3,699.39,0.62,ST007
S00100213,2026-04-01,C003777,P00032,10,732.43,15.32,ST001
S00100214,2026-01-01,C001765,P00177,10,105.96,17.38,ST020
S00100215,2025-04-15,C006162,P00342,9,235.32,19.16,ST007
S00100216,2026-04-20,C003326,P00310,2,862.1,12.23,ST015
S00100217,2024-08-08,C001363,P00154,7,522.4,2.09,ST001
S00100218,2025-09-09,C002101,P00340,10,312.14,13.02,ST015
S00100219,2026-04-09,C005829,P00599,6,20.05,16.5,ST011
S00100220,2024-12-03,C003915,P00952,7,980.14,19.56,ST012
S00100221,2024-09-04,C005640,P00376,1,79.27,7.9,ST012
S00100222,2025-05-18,C002900,P00482,5,15.84,16.6,ST005
S00100223,2026-02-09,C006409,P00159,9,237.81,6.41,ST010
S00100224,2025-10-07,C003672,P00008,10,96.07,3.09,ST020
S00100225,2025-02-17,C003179,P00905,6,281.74,8.21,ST009
S00100226,2025-05-16,C002932,P00032,10,732.43,11.51,ST007
S00100227,2025-07-25,C001744,P00786,1,836.38,10.75,ST019
S00100228,2026-04-24,C001289,P00344,9,201.2,12.37,ST003
S00100229,2024-11-13,C005382,P00628,1,224.22,19.4,ST006
S00100230,2025-07-31,C001014,P00079,7,272.23,6.5,ST013
S00100231,2024-12-22,C009582,P00759,6,195.71,4.2,ST004
S00100232,2026-04-15,C009559,P00705,6,174.26,1.53,ST016
S00100233,2026-01-30,C001595,P00719,1,329.1,10.86,ST002
S00100234,2026-04-09,C003908,P00107,4,120.44,12.75,ST009
S00100235,2025-02-13,C009995,P00045,7,88.99,13.64,ST011
S00100236,2026-03-11,C003937,P00909,4,58.55,14.29,ST004
S00100237,2024-10-08,C006754,P00705,4,174.26,12.86,ST005
S00100238,2026-05-06,C009431,P00209,5,385.18,12.06,ST014
S00100239,2026-05-07,C009453,P00196,10,862.74,6.9,ST009
S00100240,2025-01-31,C008993,P00189,10,198.31,19.48,ST007
S00100241,2025-03-24,C000190,P00326,4,739.2,5.23,ST011
S00100242,2024-12-28,C003667,P00507,10,144.34,8.2,ST017
S00100243,2024-12-22,C009433,P00121,9,764.89,4.33,ST017
S00100244,2025-01-24,C007438,P00032,10,732.43,8.13,ST005
S00100245,2025-07-26,C004715,P00974,9,910.29,18.06,ST008
S00100246,2026-07-03,C000789,P00427,1,659.5,10.08,ST020
S00100247,2025-02-17,C001770,P00331,8,812.64,0.84,ST020
S00100248,2024-12-31,C005993,P00661,5,567.21,10.95,ST002
S00100249,2025-07-02,C007493,P00979,1,311.32,2.97,ST016
S00100250,2024-09-13,C001486,P00797,1,420.79,2.47,ST002
S00100251,2026-04-07,C000597,P00204,10,174.65,12.16,ST002
S00100252,2025-11-07,C005470,P00564,4,347.82,13.1,ST011
S00100253,2024-11-13,C008390,P00056,2,613.04,11.48,ST014
S00100254,2024-10-12,C005789,P00626,10,764.57,6.7,ST017
S00100255,2024-11-06,C004403,P00494,3,38.73,11.62,ST016
S00100256,2025-02-03,C002314,P00682,7,165.49,17.43,ST001
S00100257,2025-08-11,C003742,P00398,9,584.18,1.99,ST008
S00100258,2025-03-08,C006349,P00386,3,302.7,0.12,ST015
S00100259,2025-08-15,C005927,P00048,4,285.19,11.78,ST013
S00100260,2025-06-11,C001767,P00905,8,281.74,17.48,ST013
S00100261,2024-12-12,C004396,P00118,9,642.56,18.34,ST005
S00100262,2024-11-10,C008602,P00781,7,833.82,3.06,ST009
S00100263,2026-02-05,C004172,P00140,10,137.11,14.67,ST018
S00100264,2025-10-14,C007898,P00242,7,587.84,6.07,ST003
S00100265,2026-02-16,C003810,P00713,1,943.25,3.01,ST005
S00100266,2024-11-10,C007916,P00828,8,507.27,12.62,ST020
S00100267,2026-01-13,C004003,P00313,3,257.03,3.36,ST009
S00100268,2025-02-13,C009629,P00363,1,610.15,2.67,ST009
S00100269,2026-06-09,C007057,P00142,3,554.31,0.56,ST004
S00100270,2026-03-02,C008701,P00028,5,105.75,13.78,ST017
S00100271,2025-10-18,C008338,P00413,4,676.07,9.92,ST018
S00100272,2025-12-28,C003860,P00672,1,861.56,15.06,ST007
S00100273,2025-09-09,C001173,P00810,1,548.0,3.95,ST014
S00100274,2025-06-28,C001008,P00280,7,608.78,8.92,ST007
S00100275,2025-09-20,C000522,P00420,2,82.1,7.02,ST017
S00100276,2024-12-14,C007641,P00682,1,165.49,3.68,ST002
S00100277,2026-06-21,C000475,P00879,4,151.69,7.27,ST008
S00100278,2024-10-15,C009800,P00746,2,945.74,8.54,ST018
S00100279,2025-01-06,C004531,P00194,9,924.03,14.98,ST002
S00100280,2024-12-28,C000548,P00440,1,803.4,10.16,ST008
S00100281,2025-04-20,C004116,P00519,6,29.19,15.06,ST016
S00100282,2025-03-07,C002798,P00074,4,321.53,1.31,ST006
S00100283,2025-01-29,C006870,P00795,7,283.48,8.34,ST014
S00100284,2026-02-26,C002665,P00689,1,239.16,3.52,ST010
S00100285,2025-04-08,C006088,P00772,4,246.9,11.03,ST013
S00100286,2025-10-25,C006240,P00046,2,240.46,18.14,ST009
S00100287,2025-05-17,C002367,P00726,4,999.58,0.75,ST010
S00100288,2025-11-09,C008006,P00893,2,257.6,15.47,ST019
S00100289,2026-04-18,C007591,P00887,3,166.4,17.6,ST001
S00100290,2025-05-26,C006485,P00117,5,305.46,14.4,ST019
S00100291,2025-02-03,C001409,P00982,9,888.39,16.46,ST009
S00100292,2025-08-29,C003302,P00956,6,792.78,13.57,ST010
S00100293,2025-01-04,C007786,P00021,4,807.76,15.01,ST020
S00100294,2025-09-24,C003594,P00645,7,869.78,18.8,ST010
S00100295,2026-01-15,C002384,P00099,1,971.37,6.6,ST010
S00100296,2024-12-17,C004258,P00386,8,302.7,3.28,ST015
S00100297,2024-10-08,C007100,P00606,2,649.44,9.63,ST014
S00100298,2025-05-27,C005691,P00311,5,899.94,16.15,ST018
S00100299,2024-10-03,C006007,P00161,5,80.28,14.96,ST008
S00100300,2025-03-31,C007536,P00823,3,667.05,17.01,ST017
S00100301,2025-09-01,C001374,P00193,9,257.31,10.76,ST001
S00100302,2026-06-04,C002907,P00582,8,853.2,14.62,ST014
S00100303,2025-05-21,C005512,P00153,5,443.72,8.59,ST016
S00100304,2025-10-24,C003982,P00547,9,958.59,8.41,ST014
S00100305,2024-09-29,C006161,P00874,10,88.18,12.14,ST008
S00100306,2025-02-26,C003246,P00768,5,701.27,14.16,ST015
S00100307,2026-05-20,C000035,P00555,6,851.79,17.1,ST009
S00100308,2025-07-20,C004736,P00313,8,257.03,8.84,ST012
S00100309,2026-07-19,C009818,P00416,9,34.18,9.32,ST014
S00100310,2024-08-29,C009084,P00185,1,408.6,14.09,ST001
S00100311,2025-08-07,C005783,P00691,3,705.96,10.89,ST010
S00100312,2025-03-13,C006486,P00632,1,529.39,15.03,ST010
S00100313,2026-03-31,C009279,P00125,5,10.57,10.39,ST004
S00100314,2024-09-07,C005979,P00760,6,368.16,9.26,ST008
S00100315,2026-02-19,C003996,P00159,10,237.81,8.58,ST015
S00100316,2025-11-28,C009094,P00951,5,726.97,6.94,ST002
S00100317,2026-04-08,C005137,P00468,3,697.01,11.14,ST016
S00100318,2025-02-10,C003446,P00864,9,904.39,17.58,ST004
S00100319,2026-04-18,C000004,P00136,2,491.13,18.55,ST011
S00100320,2026-06-26,C007500,P00470,2,73.59,12.85,ST002
S00100321,2025-08-21,C008164,P00423,2,202.49,7.16,ST014
S00100322,2025-06-27,C007764,P00672,7,861.56,0.13,ST015
S00100323,2024-09-14,C004779,P00463,3,279.0,1.03,ST014
S00100324,2024-12-19,C005835,P00019,10,811.34,8.72,ST010
S00100325,2026-07-13,C004660,P00683,6,182.08,15.98,ST007
S00100326,2025-01-24,C001076,P00739,8,354.48,13.49,ST001
S00100327,2025-11-14,C001863,P00068,7,41.78,1.95,ST011
S00100328,2026-01-16,C000376,P00066,10,778.24,3.53,ST019
S00100329,2026-03-31,C002187,P00085,9,405.41,18.07,ST011
S00100330,2026-04-12,C004854,P00744,6,696.74,1.92,ST007
S00100331,2025-05-13,C000154,P00354,6,124.19,14.34,ST003
S00100332,2026-04-03,C007037,P00037,2,831.11,2.49,ST004
S00100333,2025-12-15,C002618,P00454,9,266.6,8.13,ST010
S00100334,2024-12-07,C006982,P00579,10,441.22,4.64,ST016
S00100335,2025-05-05,C001547,P00083,7,588.74,2.11,ST007
S00100336,2026-04-03,C002178,P00024,7,163.92,16.35,ST008
S00100337,2026-01-14,C002368,P00020,2,16.43,6.32,ST003
S00100338,2025-10-17,C007538,P00810,3,548.0,0.51,ST018
S00100339,2026-06-05,C005975,P00363,4,610.15,18.87,ST001
S00100340,2024-10-13,C003291,P00516,9,833.61,9.05,ST016
S00100341,2026-04-29,C004492,P00521,6,999.91,13.99,ST009
S00100342,2026-03-24,C003473,P00775,7,556.73,3.42,ST006
S00100343,2025-05-26,C005753,P00177,6,105.96,12.15,ST018
S00100344,2026-07-11,C000642,P00026,7,343.23,7.53,ST006
S00100345,2025-11-25,C008382,P00485,1,854.91,9.44,ST016
S00100346,2026-06-06,C009828,P00620,3,278.21,2.76,ST014
S00100347,2025-01-13,C000912,P00313,8,257.03,6.84,ST017
S00100348,2025-12-08,C006109,P00102,3,723.51,12.67,ST008
S00100349,2024-10-01,C007065,P00464,7,326.51,19.54,ST013
S00100350,2025-11-04,C000404,P00354,1,124.19,6.81,ST012
S00100351,2024-10-12,C006657,P00024,6,163.92,3.5,ST015
S00100352,2025-11-18,C003550,P00116,9,871.81,11.58,ST008
S00100353,2025-11-05,C007448,P00068,4,41.78,19.43,ST013
S00100354,2026-04-27,C007411,P00412,10,753.63,3.73,ST003
S00100355,2024-12-16,C000885,P00923,8,631.97,6.97,ST003
S00100356,2025-09-18,C000005,P00227,5,507.82,18.62,ST015
S00100357,2025-05-20,C009942,P00735,7,589.48,2.19,ST003
S00100358,2025-07-29,C002652,P00116,2,871.81,1.51,ST006
S00100359,2024-12-03,C004319,P00999,7,951.05,12.95,ST013
S00100360,2025-05-26,C009381,P00583,9,832.42,13.8,ST014
S00100361,2025-07-22,C009074,P00871,2,570.27,14.26,ST013
S00100362,2025-08-14,C007855,P00394,2,552.46,6.36,ST008
S00100363,2025-07-10,C007312,P00434,7,958.39,0.84,ST011
S00100364,2025-09-12,C001576,P00595,5,346.94,13.25,ST020
S00100365,2024-10-22,C008000,P00528,2,207.37,9.03,ST008
S00100366,2025-12-13,C005737,P00545,5,318.84,6.56,ST019
S00100367,2025-09-02,C000497,P00953,9,967.6,8.94,ST014
S00100368,2026-06-23,C003228,P00203,10,850.21,10.78,ST010
S00100369,2025-05-05,C003391,P00798,9,934.91,9.14,ST007
S00100370,2025-11-13,C007410,P00516,2,833.61,11.72,ST003
S00100371,2026-03-07,C006834,P00571,10,710.24,1.49,ST017
S00100372,2025-06-04,C001896,P00162,5,634.79,3.34,ST010
S00100373,2026-04-05,C001049,P00664,9,127.27,16.93,ST002
S00100374,2024-08-10,C006563,P00596,1,881.52,17.68,ST005
S00100375,2024-11-30,C005653,P00147,10,543.9,11.5,ST007
S00100376,2025-03-02,C005539,P00934,3,140.84,6.32,ST016
S00100377,2025-11-30,C008334,P00923,4,631.97,1.41,ST014
S00100378,2026-04-28,C002090,P00950,6,861.54,12.78,ST006
S00100379,2025-09-05,C001496,P00249,9,674.97,2.84,ST015
S00100380,2025-04-14,C002055,P00865,10,55.53,1.99,ST010
S00100381,2024-08-29,C000387,P00440,8,803.4,15.45,ST003
S00100382,2024-07-26,C001598,P00316,6,885.29,13.14,ST020
S00100383,2025-07-27,C003514,P00880,6,466.54,18.46,ST005
S00100384,2024-09-30,C003595,P00004,6,230.98,9.38,ST007
S00100385,2025-04-14,C001896,P00030,5,607.69,18.64,ST016
S00100386,2025-08-17,C003197,P00250,4,307.0,19.65,ST012
S00100387,2025-05-31,C009581,P00135,7,94.8,8.7,ST020
S00100388,2025-11-28,C008409,P00748,5,554.6,0.11,ST003
S00100389,2024-10-08,C001034,P00941,10,826.44,6.25,ST006
S00100390,2026-02-22,C003937,P00757,3,547.17,1.33,ST015
S00100391,2026-05-27,C006351,P00010,10,39.5,19.84,ST004
S00100392,2026-05-31,C007585,P00998,8,448.95,15.56,ST018
S00100393,2024-11-25,C004114,P00361,5,731.26,2.15,ST011
S00100394,2026-05-06,C007059,P00064,8,687.77,17.08,ST014
S00100395,2025-12-04,C007973,P00572,3,441.13,17.55,ST012
S00100396,2026-01-03,C006570,P00805,1,494.74,6.38,ST017
S00100397,2025-04-11,C003810,P00123,8,780.84,10.29,ST002
S00100398,2025-07-06,C008613,P00498,1,173.39,4.45,ST001
S00100399,2025-10-27,C007772,P00878,10,913.7,5.88,ST010
S00100400,2024-12-17,C009649,P00348,3,286.33,0.52,ST003
S00100401,2026-02-22,C009568,P00716,1,89.64,9.43,ST017
S00100402,2025-10-08,C009486,P00663,2,993.98,15.69,ST008
S00100403,2024-08-26,C005894,P00406,10,177.99,5.52,ST019
S00100404,2025-10-30,C007937,P00921,7,662.59,17.15,ST014
S00100405,2024-09-03,C003651,P00973,4,825.62,14.82,ST002
S00100406,2025-06-22,C004896,P00789,5,555.75,5.58,ST006
S00100407,2025-02-16,C002765,P00882,9,262.77,16.75,ST018
S00100408,2025-03-23,C002567,P00048,6,285.19,6.01,ST004
S00100409,2025-11-01,C007750,P00496,7,682.35,5.51,ST005
