SaleID,SaleDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,StoreID
S00150077,2024-12-23,C007417,P00463,5,279.0,14.41,ST010
S00150078,2024-12-04,C007041,P00203,2,850.21,3.7,ST012
S00150079,2026-04-29,C002379,P00830,4,871.0,17.4,ST010
S00150080,2025-01-10,C007354,P00461,6,86.71,12.38,ST011
S00150081,2026-07-22,C004717,P00730,3,758.71,10.85,ST003
S00150082,2025-06-04,C003595,P00454,2,266.6,15.33,ST002
S00150083,2026-01-24,C003236,P00870,1,535.85,10.57,ST009
S00150084,2026-02-11,C003246,P00797,4,420.79,4.01,ST018
S00150085,2026-06-27,C005985,P00690,5,709.89,10.66,ST007
S00150086,2025-09-03,C007765,P00075,4,658.88,11.74,ST011
S00150087,2026-02-03,C008457,P00655,4,823.89,4.03,ST003
S00150088,2025-04-04,C001908,P00137,5,78.52,12.6,ST010
S00150089,2025-10-10,C007437,P00990,1,162.98,3.97,ST005
S00150090,2026-02-05,C000924,P00615,7,535.61,9.34,ST016
S00150091,2026-04-20,C009218,P00157,10,344.7,16.32,ST006
S00150092,2025-05-22,C006335,P00876,2,623.51,18.91,ST013
S00150093,2024-12-12,C005394,P00891,6,642.55,1.12,ST015
S00150094,2024-08-16,C003392,P00608,4,795.0,9.07,ST015
S00150095,2025-04-17,C002076,P00574,4,965.82,8.81,ST011
S00150096,2025-01-07,C008268,P00594,9,799.85,16.11,ST001
S00150097,2024-10-27,C007734,P00876,10,623.51,1.12,ST004
S00150098,2024-11-15,C004434,P00140,3,137.11,4.8,ST012
S00150099,2025-09-25,C005699,P00749,5,460.28,19.3,ST007
S00150100,2024-09-06,C005108,P00409,2,636.61,4.96,ST012
S00150101,2025-02-21,C009168,P00976,8,414.21,4.3,ST003
S00150102,2025-02-12,C002646,P00437,9,256.71,9.25,ST006
S00150103,2026-01-26,C001775,P00656,9,406.7,13.91,ST015
S00150104,2025-10-27,C004207,P00015,4,653.39,15.25,ST002
S00150105,2024-10-22,C008349,P00474,6,214.77,12.71,ST010
S00150106,2025-07-08,C002502,P00712,5,702.74,8.34,ST001
S00150107,2025-02-15,C005599,P00227,6,507.82,4.79,ST010
S00150108,2026-04-15,C002398,P00442,7,988.01,16.91,ST016
S00150109,2024-08-06,C005035,P00048,4,285.19,16.23,ST012
S00150110,2025-02-08,C000354,P00912,4,905.11,0.32,ST018
S00150111,2026-05-07,C005288,P00359,4,117.32,5.58,ST008
S00150112,2024-11-19,C008951,P00488,1,750.04,12.17,ST006
S00150113,2026-01-04,C001961,P00833,6,530.69,14.17,ST013
S00150114,2024-12-08,C005185,P00379,2,320.78,18.62,ST012
S00150115,2025-03-25,C003119,P00064,8,687.77,19.0,ST020
S00150116,2026-07-19,C000167,P00361,2,731.26,3.25,ST014
S00150117,2026-03-28,C006852,P00693,10,690.51,9.66,ST017
S00150118,2025-05-07,C001059,P00583,8,832.42,13.09,ST020
S00150119,2025-01-23,C005024,P00771,7,612.78,1.27,ST016
S00150120,2025-06-21,C006144,P00517,7,259.75,5.18,ST020
S00150121,2024-08-12,C006263,P00874,8,88.18,2.21,ST004
S00150122,2026-03-07,C003725,P00750,7,321.37,4.42,ST007
S00150123,2025-09-03,C001515,P00104,2,541.6,13.16,ST014
S00150124,2024-08-04,C005493,P00825,6,981.01,1.7,ST005
S00150125,2026-05-09,C005408,P00560,2,353.73,15.28,ST009
S00150126,2025-02-27,C004518,P00119,3,612.88,1.08,ST015
S00150127,2024-09-12,C000593,P00971,4,229.15,13.95,ST015
S00150128,2025-04-23,C005443,P00960,10,676.1,8.7,ST006
S00150129,2025-05-13,C009830,P00992,5,108.03,17.08,ST017
S00150130,2025-11-24,C004847,P00844,4,853.25,14.33,ST006
S00150131,2025-12-13,C004379,P00280,5,608.78,9.54,ST018
S00150132,2025-06-04,C000213,P00270,6,17.74,4.81,ST011
S00150133,2024-09-12,C004436,P00775,8,556.73,6.98,ST019
S00150134,2025-12-18,C006976,P00269,3,657.44,8.53,ST016
S00150135,2026-06-20,C009953,P00084,4,898.84,16.25,ST011
S00150136,2025-09-03,C006037,P00085,1,405.41,10.18,ST013
S00150137,2024-10-05,C009131,P00285,7,493.65,19.99,ST015
S00150138,2026-02-04,C002438,P00226,5,588.34,15.68,ST006
S00150139,2024-09-28,C005624,P00841,4,345.18,14.68,ST002
S00150140,2025-12-02,C006874,P00783,2,719.44,13.13,ST005
S00150141,2026-02-04,C003517,P00785,2,280.69,10.51,ST005
S00150142,2025-09-04,C000362,P00911,6,501.76,16.57,ST017
S00150143,2024-10-28,C000857,P00300,10,884.28,15.34,ST010
S00150144,2024-12-18,C002790,P00440,2,803.4,9.76,ST013
S00150145,2025-05-28,C004521,P00840,4,969.51,1.35,ST020
S00150146,2025-02-25,C006660,P00554,9,774.76,0.24,ST011
S00150147,2025-03-29,C006428,P00485,7,854.91,16.58,ST004
S00150148,2025-08-19,C005545,P00950,8,861.54,17.35,ST004
S00150149,2025-06-29,C007575,P00928,8,583.78,12.43,ST011
S00150150,2024-09-14,C006226,P00066,4,778.24,6.18,ST018
S00150151,2025-04-27,C001059,P00494,9,38.73,15.56,ST004
S00150152,2025-10-03,C007190,P00263,3,375.83,19.21,ST015
S00150153,2025-04-22,C009781,P00332,10,274.14,17.78,ST006
S00150154,2025-08-18,C001732,P00243,10,527.55,0.37,ST017
S00150155,2026-02-18,C003809,P00101,6,21.37,19.86,ST011
S00150156,2025-06-30,C007833,P00271,3,818.93,8.64,ST008
S00150157,2024-11-10,C008935,P00447,2,722.08,13.65,ST012
S00150158,2025-06-22,C008848,P00819,9,747.26,10.95,ST012
S00150159,2026-04-03,C005386,P00687,9,597.87,5.7,ST004
S00150160,2024-09-18,C002557,P00324,6,882.6,6.08,ST010
S00150161,2025-04-21,C003660,P00974,10,910.29,2.59,ST017
S00150162,2025-07-20,C005786,P00713,9,943.25,10.89,ST016
S00150163,2026-02-08,C006850,P00266,5,706.5,3.92,ST012
S00150164,2025-09-18,C006621,P00654,8,482.95,5.63,ST013
S00150165,2025-06-21,C002541,P00046,10,240.46,14.05,ST004
S00150166,2025-08-06,C006113,P00710,9,133.11,15.12,ST019
S00150167,2024-11-28,C007342,P00580,7,733.72,8.61,ST011
S00150168,2025-01-24,C001665,P00442,3,988.01,8.28,ST009
S00150169,2024-10-28,C001089,P00754,9,519.45,14.11,ST014
S00150170,2025-08-14,C009276,P00740,3,339.98,8.75,ST003
S00150171,2024-11-16,C004549,P00028,9,105.75,17.53,ST004
S00150172,2026-06-10,C008790,P00485,9,854.91,10.49,ST005
S00150173,2025-03-19,C006240,P00024,10,163.92,17.83,ST017
S00150174,2026-06-30,C009570,P00554,10,774.76,19.42,ST005
S00150175,2025-07-29,C001027,P00628,6,224.22,7.36,ST020
S00150176,2026-05-13,C002690,P00546,3,680.57,13.82,ST003
S00150177,2026-01-26,C000281,P00130,8,833.35,5.5,ST006
S00150178,2026-02-19,C005134,P00611,2,694.87,17.45,ST012
S00150179,2025-01-13,C004507,P00691,10,705.96,10.18,ST007
S00150180,2025-08-22,C003142,P00656,7,406.7,1.31,ST013
S00150181,2025-11-05,C004396,P00761,8,758.88,12.31,ST015
S00150182,2026-07-13,C006073,P00394,9,552.46,14.5,ST013
S00150183,2026-03-23,C009358,P00769,3,130.21,3.67,ST003
S00150184,2025-06-11,C007521,P00339,5,465.7,16.47,ST008
S00150185,2024-11-22,C005142,P00560,3,353.73,8.42,ST003
S00150186,2025-01-20,C006759,P00051,10,376.48,19.87,ST004
S00150187,2025-10-30,C007264,P00352,6,540.85,2.36,ST009
S00150188,2025-06-07,C008062,P00586,8,251.42,1.86,ST011
S00150189,2025-02-11,C000129,P00795,2,283.48,16.19,ST017
S00150190,2026-04-24,C007799,P00798,2,934.91,10.76,ST014
S00150191,2026-01-20,C002554,P00898,8,244.83,19.3,ST007
S00150192,2025-11-24,C000701,P00468,2,697.01,13.92,ST018
S00150193,2026-04-30,C009415,P00263,6,375.83,6.98,ST016
S00150194,2025-09-25,C003196,P00001,7,643.03,4.0,ST008
S00150195,2025-01-01,C002667,P00921,2,662.59,4.8,ST011
S00150196,2025-05-02,C001559,P00328,10,931.51,15.19,ST005
S00150197,2025-01-14,C003633,P00145,3,428.91,10.66,ST001
S00150198,2024-10-12,C003414,P00871,6,570.27,15.95,ST008
S00150199,2025-04-17,C007970,P00242,10,587.84,11.23,ST012
S00150200,2025-12-24,C005664,P00113,4,505.58,7.97,ST003
S00150201,2024-09-17,C006977,P00391,2,903.78,5.02,ST011
S00150202,2025-11-03,C006847,P00547,7,958.59,13.01,ST012
S00150203,2025-10-02,C008636,P00921,5,662.59,3.93,ST018
S00150204,2025-04-02,C001890,P00493,2,441.48,6.02,ST006
S00150205,2024-08-09,C007570,P00663,5,993.98,2.35,ST018
S00150206,2025-08-26,C009422,P00564,6,347.82,12.84,ST014
S00150207,2025-10-16,C004603,P00947,2,963.26,0.42,ST007
S00150208,2024-11-26,C001902,P00268,8,987.36,7.14,ST009
S00150209,2025-07-20,C006714,P00317,3,412.31,18.67,ST009
S00150210,2025-09-06,C009825,P00942,8,487.03,7.62,ST010
S00150211,2024-09-07,C000138,P00353,9,939.84,0.35,ST011
S00150212,2024-12-19,C005939,P00389,6,940.96,12.5,ST010
S00150213,2024-10-16,C001612,P00762,1,629.15,8.68,ST011
S00150214,2025-01-16,C003303,P00932,8,750.01,18.69,ST018
S00150215,2025-05-27,C008005,P00666,4,610.25,16.45,ST010
S00150216,2026-05-17,C006147,P00519,6,29.19,10.63,ST009
S00150217,2026-07-26,C005971,P00323,4,812.66,4.98,ST003
S00150218,2024-08-28,C009182,P00344,4,201.2,14.87,ST010
S00150219,2025-06-26,C008496,P00158,4,592.43,3.23,ST018
S00150220,2024-12-11,C003299,P00784,2,513.78,10.39,ST018
S00150221,2025-01-09,C007084,P00414,10,232.39,18.27,ST014
S00150222,2026-02-07,C006635,P00508,5,467.08,1.12,ST002
S00150223,2025-03-28,C007549,P00472,10,547.19,11.6,ST011
S00150224,2024-08-05,C004817,P00917,5,640.25,10.97,ST012
S00150225,2025-08-22,C000036,P00442,5,988.01,4.91,ST019
S00150226,2025-02-18,C004618,P00070,6,275.06,13.72,ST013
S00150227,2025-10-20,C001234,P00155,9,129.79,19.93,ST011
S00150228,2026-06-25,C002550,P00871,6,570.27,15.26,ST016
S00150229,2025-03-17,C001618,P00395,8,10.4,1.05,ST010
S00150230,2024-08-11,C004902,P00947,10,963.26,6.82,ST015
S00150231,2026-01-06,C009197,P00904,4,661.65,7.08,ST011
S00150232,2025-07-28,C007364,P00543,2,117.02,18.44,ST005
S00150233,2025-02-15,C007062,P00167,6,245.62,10.4,ST016
S00150234,2025-04-27,C005946,P00336,2,860.01,7.75,ST016
S00150235,2025-11-25,C001051,P00458,1,526.09,10.59,ST005
S00150236,2025-01-15,C001681,P00622,10,129.45,7.96,ST001
S00150237,2024-10-12,C005580,P00933,2,183.88,8.26,ST010
S00150238,2025-07-06,C001967,P00283,9,637.9,0.04,ST005
S00150239,2024-10-06,C009893,P00180,9,472.35,5.89,ST001
S00150240,2026-01-06,C000313,P00660,8,157.71,8.77,ST012
S00150241,2025-10-01,C000294,P00972,7,72.58,19.78,ST016
S00150242,2024-10-25,C007146,P00654,7,482.95,19.18,ST018
S00150243,2025-08-25,C002752,P00215,3,957.74,10.65,ST020
S00150244,2024-08-23,C006602,P00059,4,171.77,0.73,ST015
S00150245,2026-04-07,C001409,P00837,9,658.23,1.36,ST002
S00150246,2024-08-31,C004494,P00366,4,580.82,7.81,ST008
S00150247,2025-08-24,C006109,P00286,4,906.28,16.25,ST005
S00150248,2025-09-02,C009341,P00828,6,507.27,11.18,ST003
S00150249,2025-08-20,C009901,P00570,8,830.42,14.99,ST011
S00150250,2025-01-21,C007007,P00769,10,130.21,1.62,ST013
S00150251,2026-05-24,C006775,P00232,9,193.97,9.87,ST019
S00150252,2025-05-31,C006320,P00157,6,344.7,8.6,ST012
S00150253,2025-05-04,C001739,P00028,5,105.75,7.07,ST002
S00150254,2026-05-13,C004270,P00386,6,302.7,5.13,ST012
S00150255,2025-11-20,C008052,P00149,5,209.14,6.13,ST018
S00150256,2025-07-14,C003582,P00339,5,465.7,0.71,ST015
S00150257,2024-10-10,C003870,P00392,5,619.36,1.06,ST006
S00150258,2026-01-27,C000629,P00349,2,645.07,11.37,ST018
S00150259,2025-10-25,C005484,P00926,7,315.84,7.03,ST007
S00150260,2025-01-05,C008103,P00344,4,201.2,15.92,ST004
S00150261,2025-04-11,C008717,P00669,2,527.35,9.03,ST012
S00150262,2026-05-15,C008513,P00377,10,667.6,15.16,ST002
S00150263,2024-10-14,C003964,P00225,9,66.59,10.62,ST014
S00150264,2025-11-04,C007122,P00327,9,338.86,7.33,ST004
S00150265,2025-03-05,C000875,P00954,4,806.54,1.6,ST003
S00150266,2026-01-24,C003222,P00133,5,879.23,6.69,ST008
S00150267,2026-04-26,C001691,P00139,6,768.18,8.8,ST014
S00150268,2025-10-04,C006634,P00135,6,94.8,17.08,ST018
S00150269,2025-01-12,C004709,P00087,4,997.56,9.7,ST017
S00150270,2025-10-03,C004218,P00402,10,221.56,8.76,ST011
S00150271,2025-12-29,C008689,P00454,7,266.6,9.34,ST013
S00150272,2025-09-11,C003679,P00860,6,637.41,4.39,ST015
S00150273,2025-08-15,C006819,P00647,3,873.99,2.33,ST005
S00150274,2026-04-24,C001846,P00821,8,813.29,9.55,ST019
S00150275,2026-05-30,C002000,P00231,8,89.31,11.73,ST010
S00150276,2025-04-29,C006689,P00420,1,82.1,19.98,ST019
S00150277,2024-08-16,C007243,P00873,4,178.28,3.68,ST011
S00150278,2024-09-12,C009026,P00557,10,129.84,16.41,ST015
S00150279,2026-01-25,C005239,P00842,1,695.78,19.46,ST019
S00150280,2024-11-30,C003975,P00060,10,385.66,3.44,ST015
S00150281,2024-11-05,C004225,P00287,3,847.64,15.62,ST018
S00150282,2026-02-19,C004154,P00795,8,283.48,5.6,ST006
S00150283,2025-05-26,C009866,P00550,4,85.24,11.85,ST010
S00150284,2025-01-20,C000691,P00027,7,101.82,14.86,ST013
S00150285,2025-02-07,C007536,P00411,7,820.24,16.54,ST013
S00150286,2025-12-02,C002985,P00968,5,885.39,17.53,ST002
S00150287,2024-12-19,C006373,P00971,5,229.15,1.92,ST016
S00150288,2026-04-16,C006315,P00898,8,244.83,15.5,ST012
S00150289,2026-03-03,C003169,P00789,9,555.75,6.68,ST018
S00150290,2026-06-25,C008090,P00911,3,501.76,12.52,ST001
S00150291,2026-04-18,C005538,P00817,8,777.79,5.26,ST008
S00150292,2025-12-19,C006387,P00928,6,583.78,17.78,ST018
S00150293,2025-02-13,C004456,P00737,6,496.81,0.71,ST015
S00150294,2025-04-13,C002293,P00364,7,516.31,2.15,ST019
S00150295,2024-11-27,C009876,P00395,8,10.4,11.46,ST003
S00150296,2025-05-26,C000082,P00486,3,953.9,4.36,ST014
S00150297,2025-01-02,C008252,P00531,7,134.96,12.77,ST002
S00150298,2025-08-26,C000749,P00397,5,435.59,3.53,ST017
S00150299,2025-04-05,C006654,P00212,5,786.23,7.66,ST008
S00150300,2025-10-07,C009241,P00398,5,584.18,1.95,ST007
S00150301,2025-06-17,C008638,P00825,5,981.01,18.05,ST007
S00150302,2025-02-01,C000420,P00597,2,704.17,12.93,ST011
S00150303,2025-10-25,C007340,P00948,5,149.35,3.36,ST015
S00150304,2026-05-08,C004052,P00680,9,218.91,19.4,ST015
S00150305,2024-12-09,C005668,P00977,2,148.38,12.22,ST006
S00150306,2025-11-21,C005577,P00439,7,461.9,1.24,ST005
S00150307,2025-08-20,C009621,P00725,3,951.28,10.74,ST005
S00150308,2025-02-17,C000100,P00450,2,552.39,5.69,ST002
S00150309,2024-08-17,C007466,P00051,7,376.48,9.28,ST005
S00150310,2024-08-14,C001699,P00428,10,15.49,15.44,ST013
S00150311,2025-07-30,C001173,P00318,2,624.45,14.87,ST004
S00150312,2025-05-15,C009611,P00383,10,316.19,8.52,ST011
S00150313,2025-05-01,C008553,P00679,9,215.71,19.67,ST019
S00150314,2024-09-25,C005902,P00481,6,386.58,6.48,ST015
S00150315,2025-02-21,C007473,P00121,5,764.89,11.77,ST008
S00150316,2025-12-16,C006195,P00622,7,129.45,18.91,ST019
S00150317,2025-01-09,C007435,P00573,6,736.46,11.11,ST001
S00150318,2026-05-23,C002744,P00648,6,578.32,10.42,ST001
S00150319,2025-09-23,C009725,P00585,4,882.81,7.87,ST007
S00150320,2026-06-13,C004040,P00347,8,967.22,9.11,ST018
S00150321,2025-09-11,C009457,P00603,10,493.69,4.35,ST007
S00150322,2025-08-10,C007049,P00388,5,426.24,12.9,ST009
S00150323,2026-03-16,C000288,P00127,2,29.28,8.07,ST002
S00150324,2025-11-30,C001713,P00538,7,611.18,0.25,ST012
S00150325,2024-11-19,C004322,P00258,5,221.02,6.0,ST010
S00150326,2026-04-18,C001196,P00879,2,151.69,11.87,ST002
S00150327,2025-07-22,C006036,P00901,9,992.77,11.07,ST010
S00150328,2025-01-10,C009953,P00710,3,133.11,11.1,ST019
S00150329,2026-07-20,C003543,P00826,2,500.38,2.69,ST006
S00150330,2024-09-26,C000575,P00192,5,285.76,8.55,ST007
S00150331,2026-07-26,C008011,P00399,1,658.16,12.09,ST014
S00150332,2025-12-26,C008054,P00340,7,312.14,0.24,ST017
S00150333,2025-08-01,C007413,P00829,2,594.28,0.49,ST018
S00150334,2024-09-25,C006210,P00784,8,513.78,1.01,ST017
S00150335,2025-10-15,C004789,P00177,5,105.96,10.49,ST018
S00150336,2024-11-22,C002066,P00977,3,148.38,9.28,ST010
S00150337,2025-07-05,C008938,P00290,10,283.91,16.81,ST017
S00150338,2026-01-19,C002397,P00056,5,613.04,9.59,ST009
S00150339,2024-10-18,C002795,P00896,9,390.85,4.04,ST016
S00150340,2026-04-06,C002296,P00725,2,951.28,4.07,ST008
S00150341,2025-07-08,C002659,P00171,9,936.16,1.43,ST005
S00150342,2026-01-01,C006861,P00389,5,940.96,8.33,ST006
S00150343,2025-02-15,C008538,P00506,3,646.32,15.76,ST016
S00150344,2026-06-21,C008648,P00479,1,858.16,8.54,ST004
S00150345,2024-12-22,C008681,P00538,3,611.18,7.69,ST001
S00150346,2025-01-25,C008937,P00999,5,951.05,13.84,ST017
S00150347,2025-06-05,C002715,P00918,8,624.68,13.97,ST008
S00150348,2025-08-24,C008357,P00360,7,440.22,11.4,ST001
S00150349,2026-07-04,C000083,P00354,4,124.19,17.88,ST008
S00150350,2025-12-23,C009583,P00288,5,101.38,10.85,ST003
S00150351,2025-06-26,C002662,P00895,6,207.22,9.51,ST002
S00150352,2025-01-22,C003953,P00694,1,924.67,4.39,ST014
S00150353,2026-03-15,C004395,P00126,4,330.91,7.38,ST017
S00150354,2025-07-28,C002293,P01000,4,856.9,0.66,ST006
S00150355,2025-06-26,C005555,P00634,9,109.52,4.74,ST001
S00150356,2025-09-07,C007590,P00323,9,812.66,2.52,ST002
S00150357,2025-12-08,C005262,P00522,3,356.46,14.27,ST005
S00150358,2026-01-22,C009824,P00916,3,358.8,9.59,ST006
S00150359,2026-07-18,C002047,P00535,9,702.47,7.56,ST017
S00150360,2024-09-22,C004201,P00222,6,583.39,1.57,ST012
S00150361,2025-11-30,C000631,P00053,9,274.31,0.35,ST012
S00150362,2025-08-06,C000992,P00738,3,100.33,3.54,ST002
S00150363,2026-05-30,C005338,P00883,7,19.3,4.17,ST015
S00150364,2026-05-15,C004351,P00105,10,274.16,17.84,ST008
S00150365,2025-06-16,C008562,P00009,2,427.7,10.95,ST008
S00150366,2025-01-19,C002668,P00436,10,59.72,0.33,ST002
S00150367,2026-02-17,C008814,P00307,9,315.18,9.77,ST007
S00150368,2026-07-11,C005093,P00574,9,965.82,3.11,ST019
S00150369,2025-02-18,C004631,P00347,3,967.22,9.33,ST009
S00150370,2025-08-18,C002358,P00043,2,235.62,15.26,ST001
S00150371,2026-03-05,C008056,P00442,4,988.01,14.54,ST017
S00150372,2026-07-10,C009852,P00453,2,479.93,13.77,ST015
S00150373,2024-08-17,C003898,P00478,1,698.57,16.43,ST001
S00150374,2025-07-29,C009210,P00819,4,747.26,18.67,ST005
S00150375,2025-02-05,C000052,P00907,9,688.94,11.23,ST014
S00150376,2025-05-31,C000419,P00560,6,353.73,19.96,ST013
S00150377,2026-01-29,C004064,P00804,6,998.91,18.82,ST018
S00150378,2025-11-17,C009834,P00087,10,997.56,15.43,ST016
S00150379,2024-08-13,C003222,P00754,3,519.45,17.7,ST004
S00150380,2025-12-08,C001772,P00508,6,467.08,18.17,ST011
S00150381,2025-07-25,C009558,P00449,10,832.26,2.46,ST020
S00150382,2025-04-21,C001091,P00849,6,721.53,7.9,ST011
S00150383,2025-03-10,C001574,P00606,7,649.44,11.68,ST019
S00150384,2026-03-22,C000539,P00712,2,702.74,0.0,ST011
S00150385,2025-07-13,C006681,P00111,5,877.09,5.86,ST004
S00150386,2025-04-18,C005542,P00847,7,386.21,5.53,ST013
S00150387,2024-09-06,C009626,P00702,8,909.33,8.9,ST018
S00150388,2024-11-15,C009933,P00763,4,762.39,2.37,ST020
S00150389,2024-11-13,C007159,P00575,6,277.38,7.46,ST019
S00150390,2025-02-04,C003190,P00512,1,333.58,15.71,ST003
S00150391,2025-04-06,C000773,P00084,8,898.84,1.85,ST009
S00150392,2025-08-11,C007809,P00603,10,493.69,6.04,ST016
S00150393,2025-02-10,C005913,P00027,1,101.82,18.57,ST006
S00150394,2026-02-27,C007875,P00783,7,719.44,3.16,ST017
S00150395,2025-05-23,C006393,P00471,5,413.52,6.09,ST013
S00150396,2026-03-01,C003481,P00073,2,877.6,5.93,ST011
S00150397,2026-01-10,C008770,P00909,1,58.55,10.9,ST009
S00150398,2026-04-03,C000496,P00562,7,376.87,15.32,ST011
S00150399,2025-12-17,C002057,P00038,6,622.33,19.22,ST005
S00150400,2024-12-13,C003204,P00630,8,727.34,0.34,ST008
S00150401,2024-10-31,C002357,P00108,5,440.42,0.42,ST012
S00150402,2025-03-04,C002576,P00052,5,217.41,5.2,ST015
S00150403,2025-02-19,C001082,P00180,10,472.35,7.2,ST016
S00150404,2025-10-25,C009604,P00237,1,891.38,9.25,ST008
S00150405,2026-05-09,C002233,P00343,6,33.43,5.28,ST011
S00150406,2025-06-18,C008349,P00975,9,309.17,17.75,ST008
S00150407,2024-10-14,C005032,P00256,6,996.14,14.35,ST013
S00150408,2026-01-30,C009253,P00847,3,386.21,1.72,ST010
S00150409,2026-07-10,C004173,P00289,4,429.34,17.18,ST005
