ProductID,ProductName,Category,Brand,CostPrice,SellingPrice
P00270,Southern,Furniture,Brand10,16.5,27.22
P00271,Remember,Groceries,Brand25,488.74,877.77
P00272,In,Groceries,Brand13,106.08,145.7
P00273,Writer,Groceries,Brand41,240.01,319.26
P00274,Movie,Electronics,Brand44,447.9,521.92
P00275,Door,Groceries,Brand2,278.69,312.81
P00276,Structure,Groceries,Brand19,97.41,111.89
P00277,Eat,Electronics,Brand30,106.92,139.4
P00278,Again,Furniture,Brand21,33.44,48.92
P00279,Western,Furniture,Brand8,430.56,597.45
P00280,Record,Electronics,Brand25,68.92,96.0
P00281,Serve,Furniture,Brand14,477.77,815.07
P00282,Person,Groceries,Brand11,158.33,264.81
P00283,Customer,Furniture,Brand33,303.84,533.97
P00284,Doctor,Furniture,Brand1,359.8,511.37
P00285,Her,Groceries,Brand39,495.59,699.78
P00286,Dream,Groceries,Brand30,404.75,594.21
P00287,Consider,Electronics,Brand19,234.03,263.84
P00288,Page,Clothing,Brand45,324.92,566.41
P00289,Public,Groceries,Brand40,422.11,698.44
P00290,Identify,Groceries,Brand16,412.6,699.31
P00291,Board,Groceries,Brand30,93.89,143.88
P00292,Strong,Electronics,Brand26,195.41,305.1
P00293,Ask,Furniture,Brand18,350.83,396.64
P00294,Who,Electronics,Brand45,441.87,652.38
P00295,Out,Groceries,Brand27,364.64,631.4
P00296,Beat,Clothing,Brand5,496.23,737.88
P00297,Produce,Clothing,Brand27,378.92,550.6
P00298,Room,Electronics,Brand30,228.21,291.41
P00299,Usually,Groceries,Brand25,18.23,28.21
P00300,Record,Furniture,Brand26,175.11,241.57
P00301,Manager,Furniture,Brand21,23.7,30.23
P00302,Range,Groceries,Brand5,336.8,479.93
P00303,Treatment,Groceries,Brand9,45.86,71.54
P00304,He,Furniture,Brand11,238.04,308.36
P00305,Relationship,Furniture,Brand19,420.06,640.55
P00306,Dinner,Furniture,Brand5,66.45,107.58
P00307,Despite,Clothing,Brand10,337.34,373.72
P00308,Somebody,Electronics,Brand44,223.13,273.24
P00309,Middle,Electronics,Brand41,268.49,378.42
P00310,Degree,Electronics,Brand25,406.7,629.86
P00311,Say,Electronics,Brand4,346.72,489.15
P00312,Mother,Furniture,Brand24,387.34,634.07
P00313,Senior,Electronics,Brand27,454.83,563.98
P00314,Particular,Furniture,Brand44,18.83,20.9
P00315,Rich,Electronics,Brand43,336.13,421.64
P00316,Show,Groceries,Brand33,88.1,107.21
P00317,Type,Furniture,Brand40,58.3,77.48
P00318,Pass,Groceries,Brand8,107.52,159.04
P00319,Simply,Clothing,Brand12,120.04,140.94
P00320,During,Electronics,Brand25,12.42,19.35
P00321,Account,Clothing,Brand42,110.32,138.35
P00322,Rate,Furniture,Brand27,313.84,354.88
P00323,Natural,Electronics,Brand46,154.26,234.35
P00324,Continue,Furniture,Brand17,270.41,484.95
P00325,Mind,Groceries,Brand44,479.72,729.13
P00326,Kid,Furniture,Brand22,462.65,758.74
P00327,Thousand,Clothing,Brand43,91.79,149.91
P00328,Expert,Groceries,Brand25,243.65,325.17
P00329,Strategy,Electronics,Brand15,257.96,417.71
P00330,Shake,Electronics,Brand20,15.5,25.28
P00331,At,Furniture,Brand40,122.02,170.82
P00332,Tree,Groceries,Brand19,44.3,53.0
P00333,Worker,Electronics,Brand16,105.0,143.12
P00334,Cultural,Groceries,Brand48,462.09,701.75
P00335,Model,Clothing,Brand42,439.28,524.49
P00336,Manager,Groceries,Brand42,394.55,444.94
P00337,Movie,Furniture,Brand47,407.29,662.0
P00338,Seven,Electronics,Brand43,168.98,214.53
P00339,Protect,Furniture,Brand39,494.25,820.96
P00340,Audience,Furniture,Brand29,436.99,640.2
P00341,Rule,Groceries,Brand5,316.74,362.74
P00342,From,Furniture,Brand14,477.06,542.17
P00343,Really,Furniture,Brand16,67.15,82.03
P00344,Lose,Groceries,Brand20,256.18,358.23
P00345,Season,Groceries,Brand12,86.26,106.81
P00346,Happy,Groceries,Brand41,304.9,400.08
P00347,Per,Groceries,Brand6,104.69,178.36
P00348,Cost,Groceries,Brand11,475.75,643.07
P00349,Assume,Groceries,Brand49,238.0,332.22
P00350,Our,Groceries,Brand2,82.16,145.23
P00351,Truth,Electronics,Brand49,382.16,534.71
P00352,Teach,Furniture,Brand36,453.7,594.42
P00353,Must,Groceries,Brand20,364.69,466.84
P00354,Very,Groceries,Brand5,229.53,312.76
P00355,Goal,Furniture,Brand10,169.95,271.99
P00356,Project,Clothing,Brand32,458.49,505.68
P00357,Color,Groceries,Brand48,205.25,285.52
P00358,When,Electronics,Brand27,189.71,273.69
P00359,Around,Electronics,Brand25,443.07,795.19
P00360,Cultural,Groceries,Brand17,466.4,566.05
P00361,Mind,Clothing,Brand33,386.78,628.94
P00362,Popular,Clothing,Brand45,356.02,549.87
P00363,Across,Groceries,Brand48,33.56,45.97
P00364,Control,Clothing,Brand41,127.16,182.4
P00365,Debate,Furniture,Brand17,354.75,397.24
P00366,Care,Furniture,Brand17,304.69,536.55
P00367,Paper,Furniture,Brand1,127.47,191.82
P00368,Special,Groceries,Brand26,62.78,73.11
P00369,How,Electronics,Brand34,354.5,631.68
P00370,Boy,Furniture,Brand28,455.42,780.23
P00371,Change,Groceries,Brand38,130.17,170.72
P00372,Future,Electronics,Brand7,157.45,218.56
P00373,Because,Clothing,Brand10,319.91,525.83
P00374,Animal,Groceries,Brand45,138.17,172.25
P00375,Energy,Groceries,Brand1,157.51,282.09
P00376,Baby,Groceries,Brand34,52.95,86.92
P00377,Involve,Groceries,Brand11,211.34,275.13
P00378,Lot,Furniture,Brand13,92.32,113.6
P00379,There,Electronics,Brand29,245.8,356.86
P00380,Agree,Furniture,Brand4,285.71,356.8
P00381,Occur,Furniture,Brand17,376.21,626.93
P00382,Involve,Groceries,Brand41,491.56,840.63
P00383,Campaign,Furniture,Brand6,456.92,537.54
P00384,Single,Clothing,Brand5,150.1,204.8
P00385,Necessary,Groceries,Brand32,174.37,263.29
P00386,Place,Electronics,Brand18,338.04,395.7
P00387,Area,Electronics,Brand7,377.14,416.76
P00388,Maybe,Groceries,Brand39,109.48,181.11
P00389,Rather,Clothing,Brand32,262.44,465.42
P00390,Or,Groceries,Brand22,239.25,319.62
P00391,Main,Clothing,Brand16,188.54,324.87
P00392,Low,Groceries,Brand40,470.79,737.05
P00393,Body,Clothing,Brand7,33.33,44.97
P00394,Party,Groceries,Brand47,6.53,11.16
P00395,Whether,Electronics,Brand39,418.53,731.39
P00396,Protect,Furniture,Brand24,65.83,96.86
P00397,Notice,Groceries,Brand33,228.7,361.42
P00398,Former,Clothing,Brand2,209.5,258.01
P00399,Now,Clothing,Brand44,318.72,545.46
P00400,Note,Groceries,Brand48,224.93,342.96
P00401,Total,Groceries,Brand31,308.23,356.61
P00402,Someone,Electronics,Brand47,493.5,838.94
P00403,Step,Furniture,Brand34,195.5,298.14
P00404,Two,Electronics,Brand9,438.74,723.66
P00405,Whatever,Groceries,Brand11,251.47,291.95
P00406,Late,Groceries,Brand43,448.72,793.58
P00407,Reality,Furniture,Brand49,272.63,346.34
P00408,Knowledge,Electronics,Brand28,472.38,751.05
P00409,Bag,Clothing,Brand25,496.71,556.54
P00410,House,Clothing,Brand43,384.32,482.04
P00411,Up,Electronics,Brand43,240.77,416.11
P00412,Sort,Groceries,Brand6,72.2,106.44
P00413,Staff,Furniture,Brand37,398.79,531.57
P00414,Short,Clothing,Brand25,384.34,584.38
P00415,Establish,Groceries,Brand42,455.53,737.99
P00416,High,Groceries,Brand15,322.84,482.11
P00417,Health,Electronics,Brand8,115.66,136.59
P00418,Always,Furniture,Brand48,49.12,79.5
P00419,Form,Furniture,Brand21,471.29,707.4
P00420,Probably,Electronics,Brand20,477.26,717.72
P00421,Very,Groceries,Brand28,35.63,52.55
P00422,Garden,Furniture,Brand34,163.22,221.25
P00423,Form,Electronics,Brand26,333.55,504.84
P00424,Society,Clothing,Brand10,9.55,16.2
P00425,Agreement,Furniture,Brand32,408.99,534.87
P00426,Believe,Clothing,Brand10,341.59,411.0
P00427,Long,Electronics,Brand39,374.79,635.04
P00428,Lay,Electronics,Brand18,163.47,237.3
P00429,Free,Groceries,Brand41,498.44,794.8
P00430,Minute,Groceries,Brand4,415.2,600.59
P00431,Mr,Furniture,Brand47,490.67,654.16
P00432,Risk,Electronics,Brand50,467.54,587.96
P00433,Fill,Groceries,Brand20,93.62,134.93
P00434,Property,Furniture,Brand2,492.27,768.67
P00435,Pm,Groceries,Brand23,276.23,369.09
P00436,Impact,Clothing,Brand19,380.07,522.12
P00437,Sound,Groceries,Brand7,349.71,432.44
P00438,Remember,Electronics,Brand46,69.8,113.54
P00439,Perform,Furniture,Brand29,155.52,242.34
P00440,Particularly,Furniture,Brand14,349.5,455.66
P00441,List,Electronics,Brand24,112.98,183.46
P00442,Pay,Furniture,Brand25,364.35,547.61
P00443,Weight,Furniture,Brand4,475.45,665.14
P00444,Protect,Furniture,Brand4,52.54,93.62
P00445,Discuss,Clothing,Brand38,63.09,92.16
P00446,Shoulder,Groceries,Brand16,219.74,264.57
P00447,If,Groceries,Brand20,21.83,27.69
P00448,Much,Groceries,Brand50,345.55,611.0
P00449,Million,Electronics,Brand50,347.44,575.61
P00450,Computer,Groceries,Brand18,234.52,392.29
P00451,Mr,Electronics,Brand8,318.01,448.9
P00452,Machine,Furniture,Brand2,62.73,74.36
P00453,There,Groceries,Brand18,295.49,529.27
P00454,Nice,Furniture,Brand25,348.39,406.29
P00455,Tree,Groceries,Brand20,244.67,379.54
P00456,Public,Electronics,Brand46,287.85,336.67
P00457,Most,Furniture,Brand26,454.9,753.61
P00458,The,Groceries,Brand5,407.37,453.74
P00459,Low,Electronics,Brand49,261.86,395.23
P00460,Exist,Electronics,Brand12,377.73,670.84
P00461,Idea,Electronics,Brand36,431.69,684.94
P00462,Financial,Electronics,Brand9,226.38,298.82
P00463,Sport,Electronics,Brand36,289.67,450.97
P00464,End,Electronics,Brand8,132.1,214.95
P00465,Red,Furniture,Brand28,255.54,346.13
P00466,Social,Furniture,Brand20,488.67,762.67
P00467,Against,Clothing,Brand43,27.85,49.07
P00468,Too,Groceries,Brand45,269.38,322.69
P00469,Task,Clothing,Brand39,159.9,277.83
P00470,Model,Electronics,Brand43,271.41,338.42
P00471,Base,Furniture,Brand10,410.78,520.04
P00472,Similar,Furniture,Brand39,153.36,258.08
P00473,Now,Clothing,Brand9,278.27,421.37
P00474,Out,Clothing,Brand17,365.91,510.59
P00475,Everybody,Groceries,Brand30,193.98,336.08
P00476,According,Groceries,Brand45,46.21,59.05
P00477,Goal,Clothing,Brand41,75.91,94.33
P00478,Lead,Clothing,Brand37,349.92,432.09
P00479,Treatment,Furniture,Brand27,330.37,553.16
P00480,Member,Groceries,Brand25,411.68,544.02
P00481,Involve,Electronics,Brand18,17.83,27.15
P00482,Everything,Groceries,Brand5,66.69,78.49
P00483,Today,Clothing,Brand50,168.03,195.3
P00484,Story,Furniture,Brand18,140.26,239.59
P00485,That,Furniture,Brand25,9.88,13.48
P00486,Write,Electronics,Brand12,476.13,784.62
P00487,Meet,Groceries,Brand7,265.61,454.95
P00488,Magazine,Clothing,Brand36,266.84,424.36
P00489,There,Electronics,Brand11,139.17,162.74
P00490,Audience,Furniture,Brand23,162.41,264.13
P00491,Sport,Groceries,Brand31,404.01,636.1
P00492,Outside,Furniture,Brand43,298.19,382.08
P00493,Job,Clothing,Brand4,67.55,92.22
P00494,Benefit,Clothing,Brand46,459.63,711.25
P00495,Former,Groceries,Brand46,389.88,613.96
P00496,Available,Clothing,Brand30,231.6,325.92
P00497,Drop,Groceries,Brand34,253.6,327.92
P00498,Wear,Furniture,Brand20,471.13,808.92
P00499,Specific,Clothing,Brand27,319.64,371.06
P00500,What,Electronics,Brand5,386.44,653.73
P00501,Dinner,Furniture,Brand37,366.33,645.26
P00502,Himself,Groceries,Brand1,33.42,54.15
P00503,Population,Furniture,Brand31,481.27,672.23
P00504,Those,Electronics,Brand26,251.41,397.12
P00505,Explain,Electronics,Brand46,11.88,14.65
P00506,That,Clothing,Brand16,215.36,317.45
P00507,Increase,Electronics,Brand39,497.14,776.94
P00508,Might,Furniture,Brand12,227.08,276.58
P00509,House,Clothing,Brand4,42.19,71.2
P00510,Into,Clothing,Brand8,214.25,292.53
P00511,Relationship,Electronics,Brand19,172.29,271.42
P00512,Conference,Furniture,Brand1,153.09,199.86
P00513,Heavy,Furniture,Brand20,370.32,554.81
P00514,Get,Electronics,Brand30,464.91,823.54
P00515,Charge,Electronics,Brand23,446.78,756.78
P00516,Threat,Clothing,Brand23,7.92,11.26
P00517,Speech,Furniture,Brand26,58.05,78.07
P00518,Young,Groceries,Brand13,180.49,211.34
P00519,Need,Furniture,Brand27,46.95,68.55
P00520,Very,Furniture,Brand50,66.3,95.55
P00521,Size,Groceries,Brand24,330.03,415.27
P00522,Me,Furniture,Brand35,153.15,214.39
P00523,Thing,Groceries,Brand43,406.71,478.33
P00524,Gas,Clothing,Brand48,420.48,510.16
P00525,Culture,Furniture,Brand8,219.81,297.07
P00526,Republican,Groceries,Brand27,98.84,111.51
P00527,Think,Furniture,Brand43,373.24,645.97
P00528,Usually,Clothing,Brand8,103.5,148.57
P00529,Vote,Furniture,Brand21,213.44,316.98
P00530,Nature,Groceries,Brand33,376.79,620.29
P00531,When,Groceries,Brand9,364.37,590.03
P00532,Moment,Electronics,Brand9,59.32,69.73
P00533,Must,Furniture,Brand4,81.99,118.89
P00534,Meeting,Electronics,Brand28,340.76,456.45
P00535,Factor,Electronics,Brand49,242.7,314.92
P00536,Total,Furniture,Brand16,217.33,333.02
P00537,Market,Clothing,Brand45,144.16,170.18
P00538,Current,Furniture,Brand31,127.44,213.39
P00539,Church,Furniture,Brand13,354.7,591.27
P00540,Tend,Furniture,Brand15,496.31,751.33
P00541,Huge,Clothing,Brand13,64.63,89.25
P00542,Everyone,Furniture,Brand6,464.9,650.12
P00543,Degree,Clothing,Brand45,432.85,591.38
P00544,Heart,Clothing,Brand28,318.49,401.93
